Data ID,Text Description,Text,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal,Dominance,significance,arousal_category,valence_category,taskwiselabel
21005,"so this one was exciting, I felt fear. yeah, I felt fear. I am a little scared of heights; this one was pretty good in terms of that. I expected a trajectory with it like a bit more, and then maybe going to the other cliffs and then holding on to it or something like that, and it was just like a little bit of. okay, it's like sky diving, it's like the diving is the hardest part, but after that, you are like having fun so. It started with me being sared. But its was little less scary in the end.",one exciting felt fear yeah felt fear little scared height one pretty good term expected trajectory like bit maybe going cliff holding something like like little bit okay like sky diving like diving hardest part like fun started sared little le scary end,21,1,5,CanyonSwing,HVHA,5,4,3,2,1,1,1
21006,"familiarity, I've been here. so I have hiked here at least 10 times. so it was highly correlated. yeah, nostalgia. first thing i wanted to do was look up to see how big the red wood trees are because they are known to be like the tallest trees there. yeah, i was missing it, i was sort of thinking about being there. I made sure I wasn't sad. yeah yeah i was just happy that like people from Delhi sort of work with data that reminds me of a place I've lived in. yeah VR usually means there is a purpose to the VR content that is created, and here i felt like it was just sort of being around nature. that was the only context, and for that i think i should be there, like i expected smell i expected like the environment the atmosphere, maybe some animal sounds, those things weren't there, so it was like I would rather be actually there than in this video.",familiarity hiked least 10 time highly correlated yeah nostalgia first thing wanted look see big red wood tree known like tallest tree yeah missing sort thinking made sure nt sad yeah yeah happy like people delhi sort work data reminds place lived yeah vr usually mean purpose vr content created felt like sort around nature context think like expected smell expected like environment atmosphere maybe animal sound thing nt like would rather actually video,21,1,6,Redwoods,HVLA,5,3,5,3,0,1,1
21007,"this one was fun. there were a few friends of mine who asked me for ask me to go to ski trips with them and but i never did in my life, so like this one was a bit sad for me because i could have actually done this in my life and i didn't, but i was happy with the video because this one was like, what virtual reality is supposed to do. so i felt happy. yeah i was just that sort of enthusiastic jock or something. Okay so it started with enthusiasm and then gone to regret.",one fun friend mine asked ask go ski trip never life like one bit sad could actually done life nt happy video one like virtual reality supposed felt happy yeah sort enthusiastic jock something okay started enthusiasm gone regret,21,1,7,Speedflying,HVHA,5,4,5,5,1,1,1
21008,"I hated this one. because this is an advertisement and a poor one.  like they used VR to advertise the Caribbean in terms of tourism, and they didn't even sort of do any of the things that would make it exciting. like it- it tried to show, they tried to show the island but they didn't show it, the water tube didn't start at the right time. yeah I feel like the video itself is meant to be frustrating, like don't use vr actually go there sort of video, but i don't understand it because like even if I google the Caribbean i probably find pictures and videos of people from planes showing the whole island showing everything, so i feel like the intent of the video is to frustrate people. ",hated one advertisement poor one like used vr advertise caribbean term tourism nt even sort thing would make exciting like tried show tried show island nt show water tube nt start right time yeah feel like video meant frustrating like nt use vr actually go sort video nt understand like even google caribbean probably find picture video people plane showing whole island showing everything feel like intent video frustrate people,21,1,8,InstantCaribbean,HVLA,1,2,2,1,0,0,1
22001,"it was a bit stressing video, and so i was actually present in that video experiencing almost everything that was happening so it was a bit stressing i think, and yeah that was it i think. no it was not similar i think this was, if i were in a natural setting actually present there then would have been much stronger, the feelings would have been much stronger. i think i would have felt more scared if i had actually be there, more pity for these people. I was a bit scared as well not that strongly because i know its a VR headset that i am watching that video on, it's not actually present. ",bit stressing video actually present video experiencing almost everything happening bit stressing think yeah think similar think natural setting actually present would much stronger feeling would much stronger think would felt scared actually pity people bit scared well strongly know vr headset watching video actually present,22,2,1,NepalEarthquake,LVLA,2,3,4,3,0,0,0
22002,"yeah i was not able to understand what was happening there, i thought this was probably a game setting that i usually play, this first-person setting. yeah i think initially i was not able to understand the conversation, after i was looped in i was- i thought that there some kind of confusion regarding this army camp and then they are either evacuating people or they are hurting them, they are torturing them, they- there's some kind of war going on and they are actually attacking the people of the other side when they were killing these people, so i was actually relating this to all the games that i usually play. emotion was, was actually it feels very embarrassing to say that i was almost excited to be a part of this situation because the kind of games that i have been playing, i don't think that- yeah i don't think i have ever been scared of these guns and the music that, in fact i- it's a much more enriching experience if you have good headphones on and the gunshots sounds are more.",yeah able understand happening thought probably game setting usually play firstperson setting yeah think initially able understand conversation looped thought kind confusion regarding army camp either evacuating people hurting torturing kind war going actually attacking people side killing people actually relating game usually play emotion actually feel embarrassing say almost excited part situation kind game playing nt think yeah nt think ever scared gun music fact much enriching experience good headphone gunshot sound,22,2,2,ZombieApocalypse,LVHA,3,2,2,2,0,0,0
22003,"yeah it was a bit scary, it seemed a bit lonely. the music effect made it worse i think and the- i think there was a cloth piece that was hanging there and it seemed like it was a bit abandoned place that you know something bad had happened there. so it felt like i had to be there because something bad had happened to me, but i was left alone there. It was a bit scary. yeah initially i understood the whole situation of the video, but then i felt like that i was almost sitting there, just you know hearing the sound of the wind hissing through my ears and going through my thoughts i was not actually watching the video, i was moved into the thoughts that were coming in my mind.",yeah bit scary seemed bit lonely music effect made worse think think cloth piece hanging seemed like bit abandoned place know something bad happened felt like something bad happened left alone bit scary yeah initially understood whole situation video felt like almost sitting know hearing sound wind hissing ear going thought actually watching video moved thought coming mind,22,2,3,AbandonedBuilding,LVLA,2,2,3,4,0,0,0
22004,"I didn't think- I don't think I felt much here because the kind of words that he was throwing at me were not very relatable in a scary way, it was mostly relatable in a very, you know, action movie way- that I am watching a movie so it was a bit exciting as well in a certain way, but not scary not much scary. at one moment it was a bit scary but i think the kind of language they were using it was not very scary. I think the moment they were driving me towards- this was the moment the setting of this car is a bit frightening, and then they actually park their car at the end when they were talking to some person, their boss probably, that was the moment i think the setting, yeah the setting okay so this was a bit frightening. i was not confused i was very sure this is a kidnapping video and i am the person- it was a pov of the person that is being kidnapped but when they were actually pointing gun towards me it was not scary. it should have been scary i would have been scared but the the people that were trying to scare me were not good enough with their job.",nt think nt think felt much kind word throwing relatable scary way mostly relatable know action movie way watching movie bit exciting well certain way scary much scary one moment bit scary think kind language using scary think moment driving towards moment setting car bit frightening actually park car end talking person bos probably moment think setting yeah setting okay bit frightening confused sure kidnapping video person pov person kidnapped actually pointing gun towards scary scary would scared people trying scare good enough job,22,2,4,Kidnapped,LVHA,3,3,4,4,0,0,0
22005,"this was the typical video that i expected from a vr headset, yeah it was perfectly aligned, it felt nice and the audio was great as well. it was exciting. and a bit afraid as well. initially a bit afraid and when usually the roller coaster goes down this is i feel a bit jittery, there is some butterflies in my stomach that i feel from what i have experienced previously, i have not been to an amusement park since a long time but that is usually what i feel, and this reminded me of that feeling. I think it was- if the resolution would have been a bit better it felt almost realistic the- with the head movement going along with the roller coaster, it was- it was nice it was pretty great in fact. yeah at a particular point i felt that there was some dizziness but for very, very brief seconds i think one or two seconds i felt when the roller coaster was moving a lot. there was a change- as the roller coaster you know made it more exciting, the emotions swayed that way. initially, it was a bit calm when the roller coaster was taking its pace and later it- with the noises that were around, the people shouting for because of the roller coaster became too much speedy, that was the moment that elicited some strong emotions but when the roller coaster was settling, taking its position to offload the people, that was a bit felt a bit calm.",typical video expected vr headset yeah perfectly aligned felt nice audio great well exciting bit afraid well initially bit afraid usually roller coaster go feel bit jittery butterfly stomach feel experienced previously amusement park since long time usually feel reminded feeling think resolution would bit better felt almost realistic head movement going along roller coaster nice pretty great fact yeah particular point felt dizziness brief second think one two second felt roller coaster moving lot change roller coaster know made exciting emotion swayed way initially bit calm roller coaster taking pace later noise around people shouting roller coaster became much speedy moment elicited strong emotion roller coaster settling taking position offload people bit felt bit calm,22,2,5,MegaCoaster,HVHA,5,4,4,4,1,1,1
22006,"yeah, i felt it was a sunrise because with the video going forward, i think the sun actually. I felt a bit lonely here because there was nobody else on the beach, I've never been on a such beach before. yeah this is a very quiet beach, nobody is around. There is usually a lot of hustle on the beaches, shacks on my behind, people drinking and eating and you know clicking their pictures, playing in the water. it was not very much like the beaches that i have seen before, but yeah it seemed a bit calming as well. initially, it was- i felt that it could have been a bit boring as well but i think the sun made a lot of progress in three minutes of the video so it wasn't that boring. It was calming and lonely. it's not about being realistic, it's about being a very new experience. yeah it does seem realistic, i have been to such places where there were less people on the beach, but we didn't prefer going to those beaches because it was not very lively.",yeah felt sunrise video going forward think sun actually felt bit lonely nobody else beach never beach yeah quiet beach nobody around usually lot hustle beach shack behind people drinking eating know clicking picture playing water much like beach seen yeah seemed bit calming well initially felt could bit boring well think sun made lot progress three minute video nt boring calming lonely realistic new experience yeah seem realistic place le people beach nt prefer going beach lively,22,2,6,MalaekahanaSunrise,HVLA,3,1,4,4,0,0,1
22007,"this was a very wholesome video, i actually love dogs so yeah it seemed very nice. it was a very wholesome experience, being actually- this felt like i was almost at the levels of these puppies so either i was the breadcrumb they were playing with, or a dog itself, not moving obviously. yeah it felt like I could actually you know, play with everything around. these puppies are playing with, i could mingle with them as well, the way they are you know playing with each other, felt like i was at their level, I would perform the level of action they do. obviously, i was not, i was just sitting there so yeah. yes, it was a new experience, it was a very cute experience. ",wholesome video actually love dog yeah seemed nice wholesome experience actually felt like almost level puppy either breadcrumb playing dog moving obviously yeah felt like could actually know play everything around puppy playing could mingle well way know playing felt like level would perform level action obviously sitting yeah yes new experience cute experience,22,2,7,PuppiesHost,HVHA,5,1,1,5,0,1,1
22008,"it was very calming i think. i thought initially that it would feel lonely again like that beach but it didn't. it was a bit exciting as well, looking at that sand from that level, so yeah it was adventurous. yeah i felt like i was paragliding, so it didn't matter how the perspective- if i closer to the ground or closer to the sky, just depends on the height I am flying yeah the perspective completely made sense.",calming think thought initially would feel lonely like beach nt bit exciting well looking sand level yeah adventurous yeah felt like paragliding nt matter perspective closer ground closer sky depends height flying yeah perspective completely made sense,22,2,8,GreatOceanRoad,HVLA,4,3,2,4,0,1,1
23001,"I felt like there should be no war and war leads to development of technology. It was a neutral emotion. I think it was a first-person experience. so i was- i felt like okay i am also a part of the scene. so we have not been in war directly or actively, but seeing the condition of the people who have been in war, or who have first hand experiences of war, we feel that war should not take place. But I have a objective reaction to it.",felt like war war lead development technology neutral emotion think firstperson experience felt like okay also part scene war directly actively seeing condition people war first hand experience war feel war take place objective reaction,23,3,1,Warknownonation,LVHA,4,3,5,5,0,1,0
23002,"It was a peaceful experience. Sometimes transitions were not obvious, I didn't know that the transition had happened, it was somewhat immersive but yes, at some points you can feel the transition is happening, yeah, it did not affect the emotion, but it made me realize the scene has changed. It was calming and relaxed.",peaceful experience sometimes transition obvious nt know transition happened somewhat immersive yes point feel transition happening yeah affect emotion made realize scene changed calming relaxed,23,3,2,Redwoods,HVLA,5,4,5,5,1,1,1
23003,"sad, slightly sad. Yes, there was a lady. Some people came, she took them on a tour of the slum, maybe they came for the project, and they were making a video. Then they meet a girl, ask her some questions, and later they sing a song. no it feel like we are a part of the scene, i would feel children are standing around me sometimes it also felt like they are looking up to you, because they are short and then- yes you can look around. ",sad slightly sad yes lady people came took tour slum maybe came project making video meet girl ask question later sing song feel like part scene would feel child standing around sometimes also felt like looking short yes look around,23,3,3,HappyLand,LVLA,4,3,5,5,0,1,0
23004,"I was excited, it was adventurous. I was not scared at all. I felt like I enjoyed this video overall. The music was good, I liked the video.",excited adventurous scared felt like enjoyed video overall music good liked video,23,3,4,Speedflying,HVHA,5,4,5,5,1,1,1
23005,"This video was very good, happy emotions were there. I like beaches very much. starting it was very good and end was very good, but in the between when we are near the bar counter it was not good as in it normal.  yeah so it felt like i went to a tour company, so that i can book my tour, they gave me vr set and they are making me experience that this is all you can do if you go on this trip. And at the end I realised it was the end of the video. ",video good happy emotion like beach much starting good end good near bar counter good normal yeah felt like went tour company book tour gave vr set making experience go trip end realised end video,23,3,5,InstantCaribbean,HVLA,5,4,5,5,1,1,1
23006,"It was interesting video. POV, it felt like I am looking from above in this, in some places from above, in some places, it feels like a first-person perspective.  it feels like i am a part of a movie scene. Yes, they were explaining to him that someone has come to meet you, they will take you to the judge, these are your documents, read them. He receives them and does something and then in the end he run away.",interesting video pov felt like looking place place feel like firstperson perspective feel like part movie scene yes explaining someone come meet take judge document read receives something end run away,23,3,6,Jailbreak,LVHA,4,3,5,5,0,1,0
23007,"It was a little sad video. In the last video you're not directly seeing the adverse effects of the war in it, it's like you're in the war, action is happening right now, action has already happened here. Now you are seeing the repercussions of the war. Because even on the roof, shells are lying there. ",little sad video last video directly seeing adverse effect war like war action happening right action already happened seeing repercussion war even roof shell lying,23,3,7,TheDisplaced,LVLA,3,3,5,5,0,0,0
23008,"I felt one thing in it, I mean, it felt alright, but one thing logically seemed to me that the rope is so far, how am I hanging in the middle now? I didn't understand that thing, everything else was fine. Yeah, when I started hanging, I was thinking how can I hang in the middle because it looks very far away. In the beginning, I felt excited, ready to jump, and then I knew I had to go there, but I couldn't understand if I would hang or if it's like holding onto the rope and going there like that, but when I jumped, I realized that I think it's kind of like hanging. Or when it said that the distance is 400 feet and the rope is 200 feet, then I realized that you're going to hang, I realized a little bit, but yeah, the logic wasn't clear how we hung in the middle all of a sudden.",felt one thing mean felt alright one thing logically seemed rope far hanging middle nt understand thing everything else fine yeah started hanging thinking hang middle look far away beginning felt excited ready jump knew go could nt understand would hang like holding onto rope going like jumped realized think kind like hanging said distance 400 foot rope 200 foot realized going hang realized little bit yeah logic nt clear hung middle sudden,23,3,8,CanyonSwing,HVHA,5,4,5,5,1,1,1
24001,"I was kind of sad. Yeah, it was mostly sad and sympathy. I was feeling bad. I am just kind of seeing those children in front of me . so it’s kind of more of a something is happening right in front of me so this was making me sad. I was kind of having not a good mood. I’ve not experienced this personally, neither have I met someone who had experience so everything I know is from news and documentaries. It felt stressful.",kind sad yeah mostly sad sympathy feeling bad kind seeing child front ’ kind something happening right front making sad kind good mood ’ experienced personally neither met someone experience everything know news documentary felt stressful,24,1,1,TheDisplaced,LVLA,2,4,3,3,1,0,0
24002,"It was also emotional, not as sad as the war video where displaced children were shown but yes, there was a factor of sadness seeing the situation of those children and those people. So in this video I can see some volunteers working it gives a hope that something is happening or will happen. But in the previous video the visuals very very destructive like as I’m standing in a war struck area. I have a little bit exposure of to these slum areas where i have interacted with people who work for the upliftment of the underprivileged. The emotion I can say was, sad but with bit of hope.",also emotional sad war video displaced child shown yes factor sadness seeing situation child people video see volunteer working give hope something happening happen previous video visuals destructive like ’ standing war struck area little bit exposure slum area interacted people work upliftment underprivileged emotion say sad bit hope,24,1,2,HappyLand,LVLA,1,3,3,3,0,0,0
24003,I felt kind of scary and thrilled like what is going to happen next. The video was immersive. It felt little sacry and like I was there. ,felt kind scary thrilled like going happen next video immersive felt little sacry like,24,1,3,Jailbreak,LVHA,1,4,3,2,1,0,0
24004,it was again sad and kind of a little stressful thinking about what happened to these people and families. So yes sad and stressful. The emotions were formed in first scene itself when they talked about war. yeah it was like movie like I’m watching movies on war kind of feeling. Like you feel sad in movies but you know it’s a movie.,sad kind little stressful thinking happened people family yes sad stressful emotion formed first scene talked war yeah like movie like ’ watching movie war kind feeling like feel sad movie know ’ movie,24,1,4,Warknownonation,LVHA,1,3,3,3,0,0,0
24005,"It was definitely not sad. Kind of the feeling that you get when you are doing some adventure sport or you are out on a holiday. You and your group of friends are going out for an adventure sport, you are watching somebody doing something which is very thrilling. at few time I felt  like maybe if the rope breaks at that  time i was like what is going to happen? But then it was not at all sad. It was very very litle scary. I had very little motion sickness. The time that man just started the swing, yeah, the sudden transition. Like you are just moving at a very fast pace, but only during that time.",definitely sad kind feeling get adventure sport holiday group friend going adventure sport watching somebody something thrilling time felt like maybe rope break time like going happen sad litle scary little motion sickness time man started swing yeah sudden transition like moving fast pace time,24,1,5,CanyonSwing,HVHA,2,3,3,3,0,0,1
24006,"Happy, calm. It was good, soothing. I could feel like I was in a forest or going through mountains. It was good. I felt similiar to an actual forest.",happy calm good soothing could feel like forest going mountain good felt similiar actual forest,24,1,6,Redwoods,HVLA,4,2,3,3,0,1,1
24007,"It was adventurous. The audio was good and natural. Like, I felt okay, so it was something real going on. So, it was kind of that kind of audio and video. It was only excitement. Like nothing sad, not like thrill. I didn't have that sense that something bad might happen, which gives you a sense of scariness.",adventurous audio good natural like felt okay something real going kind kind audio video excitement like nothing sad like thrill nt sense something bad might happen give sense scariness,24,1,7,Speedflying,HVHA,3,3,3,2,0,0,1
24008,"Happy. It was as if I felt like going on a vacation after seeing this video. It was good, happy, calmingYes, it was good. Like there was a sudden transition from look at the sunset  to a bar  and then again to some ride . so it was good. Like keeping up the excitement.  it was good . it seem like it was an advertisement or publicity for maybe a holiday package or some cruise or something. But I felt happy after watching this video.",happy felt like going vacation seeing video good happy calmingyes good like sudden transition look sunset bar ride good like keeping excitement good seem like advertisement publicity maybe holiday package cruise something felt happy watching video,24,1,8,InstantCaribbean,HVLA,5,1,4,2,0,1,1
25001,"I did not like it.  I just felt that I was physically present there, but not at that place. But somewhere above, just visualising everything from a top place. Like I was standing up. I just saw a few videos related to these earthquakes that recently happened. I was just, like, I saw the similarity of these cases. It felt like a documentry.",like felt physically present place somewhere visualising everything top place like standing saw video related earthquake recently happened like saw similarity case felt like documentry,25,2,1,NepalEarthquake,LVLA,3,3,3,3,0,0,0
25002,"I was just confused. What is going on? First, I was confused, like, it is some military attack or something like that. So, I was just confused. I was not able to figure out what was happening.",confused going first confused like military attack something like confused able figure happening,25,2,2,ZombieApocalypse,LVHA,1,4,4,4,1,0,0
25003,"Okay. The third one was abandoned building. So, I have been to such places because I like being alone. So, I usually visit places like being and just see and look around. Okay. So, the emotion was... emotion was just, I was just curious, looking around. Curious.. No, I was just like curious, let me look around, what is there. I enjoyed teh ecperience.",okay third one abandoned building place like alone usually visit place like see look around okay emotion emotion curious looking around curious like curious let look around enjoyed teh ecperience,25,2,3,AbandonedBuilding,LVLA,4,3,4,3,0,1,0
25004,"It was funny. It felt funny. Starting was very intense, I just thought it was something like kidnapping, but then when they started acting like that it felt funny.",funny felt funny starting intense thought something like kidnapping started acting like felt funny,25,2,4,Kidnapped,LVHA,3,2,3,3,0,0,0
25005,"It was a roller coaster, very uncomfortable. Yeah, to be correct, but in general also, I'm not very comfortable going on, so I mean, the similar to be in that place and I am going around. It was a negative experience. I was expecting it to be ok, for something initially, then when I saw that it is uncomfortable, but in starting I enjoyed, but then it went round and round. I felt a little nauseous.",roller coaster uncomfortable yeah correct general also comfortable going mean similar place going around negative experience expecting ok something initially saw uncomfortable starting enjoyed went round round felt little nauseous,25,2,5,MegaCoaster,HVHA,2,4,3,1,1,0,1
25006,"It was good. It was very pleasant. All those emotions that I had of unpleasant experiences after watching the last video of rollercoaster, like, during I was watching this video, like, everything went away, and I was just calm. I felt positive while watching this.",good pleasant emotion unpleasant experience watching last video rollercoaster like watching video like everything went away calm felt positive watching,25,2,6,MalaekahanaSunrise,HVLA,5,1,5,4,0,1,1
25007,"I don't like puppies. I just don't. It was irritating. And angle-wise, so the angle was a little bit low, so that created more irritation.",nt like puppy nt irritating anglewise angle little bit low created irritation,25,2,7,PuppiesHost,HVHA,1,4,3,3,1,0,1
25008,"It was good. It was good. I was just happy, looking around. Happy. The video quality was little bad. But overall it was a good video.",good good happy looking around happy video quality little bad overall good video,25,2,8,GreatOceanRoad,HVLA,4,3,3,3,0,1,1
26001,"I was scared. I was terrified. Like people are fighting, it's burning everywhere. Yeah, people were running from someplace, I think there was war. Basically, like people are fighting, so I am a bit terrified. Like okay, things are not normal. The CGI graphics made it more terrifying. So yeah, there was a dance video in between. I felt a bit relaxed, but then, yeah, it was not that pleasant. No, not much, but yeah, I was—I seen people were in a plane and they were, like, trying to escape. So that was also making me more terrified. I felt like I am also a part of that war that's going on, and I am also suffering from it, basically. ",scared terrified like people fighting burning everywhere yeah people running someplace think war basically like people fighting bit terrified like okay thing normal cgi graphic made terrifying yeah dance video felt bit relaxed yeah pleasant much yeah was—i seen people plane like trying escape also making terrified felt like also part war going also suffering basically,26,3,1,Warknownonation,LVHA,2,5,4,2,1,0,0
26002,"It was pleasant because I like nature, and I like to be a part of that. I was relaxed in this video. Yeah, it was peaceful, the sounds of birds and all. I was just relaxed and calm. I was feeling very peaceful. I was in the woods, I was on the bridge as well, so it was all the same. It's like I am in the woods and I am enjoying the nature. ",pleasant like nature like part relaxed video yeah peaceful sound bird relaxed calm feeling peaceful wood bridge well like wood enjoying nature,26,3,2,Redwoods,HVLA,5,1,5,5,0,1,1
26003,"I was feeling bad for people. We are very privileged, and this is also a reality that we have not seen. I have never been to slum area. But we see it's like that only like, everywhere. Like, major emotion was, like, I was feeling sad for them, and I was like, this is also life that people are living somewhere. I was thinking about them. Basically, I was experiencing the emotions of various kids, and the surroundings were also different, like somewhere like it's slum. I was feeling sad for them.",feeling bad people privileged also reality seen never slum area see like like everywhere like major emotion like feeling sad like also life people living somewhere thinking basically experiencing emotion various kid surroundings also different like somewhere like slum feeling sad,26,3,3,HappyLand,LVLA,2,2,5,5,0,0,0
26004,"It was thrilling and adventurous, felt very happy, like it was a new experience for me. Yes, I want to do it after watching, then I like, okay, fine, it's good. It was like, And I'm just running and we are going to jump off the cliff. I was only excited.",thrilling adventurous felt happy like new experience yes want watching like okay fine good like running going jump cliff excited,26,3,4,Speedflying,HVHA,5,1,5,5,0,1,1
26005,"That was very pleasant and soothing. I was feeling very happy, and like I'm in a very peaceful place. I love beaches. Yeah, it changed basically, I started feeling that rush that I'm doing some adventurous thing while on the ship, and also at the end, oh, the sunset was very pretty, pretty, I really liked it.",pleasant soothing feeling happy like peaceful place love beach yeah changed basically started feeling rush adventurous thing ship also end oh sunset pretty pretty really liked,26,3,5,InstantCaribbean,HVLA,5,1,5,5,0,1,1
26006,"I was scared and terrified. Because I saw that it's in a jail scenario and they are handling a criminal, so that's why I was feeling scared and I was looking at that person as well, that what he is doing, what he's going to do next. There was certain ancipation. I was just, like, a third person who is watching everything, it's like I am some kind of a cameraman and I'm just recording everything, what's going on.",scared terrified saw jail scenario handling criminal feeling scared looking person well going next certain ancipation like third person watching everything like kind cameraman recording everything going,26,3,6,Jailbreak,LVHA,1,4,3,5,1,0,0
26007,"It was a story of two kids, yeah, and I was feeling like why war happens and so the emotion was I'm sad, I was sad like and what you say I was feeling bad that we are creating these scenarios. Yeah, I understood the story that there was a war, meaning attacks in their village, and when they returned, everything was so different, and they were just trying to figure out their old lifestyles. Ans then their was boy who fled with her monther, and was thinking it would be better if he was eaten by a crocodile then being dead by the army fighters. I see that how he is moving in this swamp area. I cannot feel myself walking in the swamp area or something like that, but I was just watching it like a story and a movie.",story two kid yeah feeling like war happens emotion sad sad like say feeling bad creating scenario yeah understood story war meaning attack village returned everything different trying figure old lifestyle an boy fled monther thinking would better eaten crocodile dead army fighter see moving swamp area feel walking swamp area something like watching like story movie,26,3,7,TheDisplaced,LVLA,2,3,4,5,0,0,0
26008,"oh god, was scared of by this height as well. yeah, I felt like but again I was sitting on a chair and that, but still I felt like oh god, what will happen. I am scared of height. I'm jumping off somewhere.",oh god scared height well yeah felt like sitting chair still felt like oh god happen scared height jumping somewhere,26,3,8,CanyonSwing,HVHA,5,4,5,5,1,1,1
27001,"unrelatable, so i don't i could not feel anything particularly. it was more or less like it's happening, it's going on, it's going on. Neutral. I can’t relate to it so it was more or less like a movie i am watching and i am just watching it, It is nothing relevant to me. yeah the kidnapper did not look, you know, kidnappers. so even a point why did not feel relatable because it was not like you know, scary, not scary but frightening. it was not that way. ",unrelatable nt could feel anything particularly le like happening going going neutral ’ relate le like movie watching watching nothing relevant yeah kidnapper look know kidnapper even point feel relatable like know scary scary frightening way,27,4,1,Kidnapped,LVHA,3,1,3,1,0,0,0
27002,"it was more calming and a good experience, i could completely relate to it because that's what we do. it was more of like holiday vacation kind of experience, chilling. yeah audio has a bit more impact, i will say because initially, i could not realize it is a sunrise video until after a while i saw the sun come but, before that the audio was making all the impact and i don't know if you know, but there's a small crab in the video, that yeah that is something catchy. eah it was good, it was- i felt like i was there, i could- there was a person sitting behind as well, there was some wind, and i could not feel the wind, like could not listen the wind, but i could listen the waves the sound of ocean and all.",calming good experience could completely relate like holiday vacation kind experience chilling yeah audio bit impact say initially could realize sunrise video saw sun come audio making impact nt know know small crab video yeah something catchy eah good felt like could person sitting behind well wind could feel wind like could listen wind could listen wave sound ocean,27,4,2,MalaekahanaSunrise,HVLA,5,4,3,4,1,1,1
27003,"same as first one, i could not relatable and not panicky, it should be a panic situation but i could not feel panic throughout. secondly the audio was not clear what they were talking, it was something random and someone saying something else, someone saying something to there was no coordination or nothing, trying to make a panic situation. initially it looked like there's a war kind of thing happening because they were suiting up and they were- someone was saying no, one guy in a black suit like a raw agent or some kind of agent is there, that made that thing but it was not like zombie, i could not relate to zombie thing until zombies came and zombies were even not as scary and active, they were very slow, no one was running behind anyone, no nothing.",first one could relatable panicky panic situation could feel panic throughout secondly audio clear talking something random someone saying something else someone saying something coordination nothing trying make panic situation initially looked like war kind thing happening suiting someone saying one guy black suit like raw agent kind agent made thing like zombie could relate zombie thing zombie came zombie even scary active slow one running behind anyone nothing,27,4,3,ZombieApocalypse,LVHA,3,1,5,3,0,0,0
27004,"it was fun, playful. I like puppies in real life. yeah that's why i could relate to all of these, and the people sitting in there like happy and chilling, and it was like how you feel. yeah the only thing that i could feel was at some time the video was imbalanced you know, half half, because puppies was jumping. that did not do anything, it was more like i could not feel he’s sitting on me, felt like it was on the camera and blocking the view, it was like that. it was not that he the puppy sitting on me or near me or it was not- i could not feel that. yeah and watching people playing with them and they are happy so it is also making me happy, they are also impacting me.",fun playful like puppy real life yeah could relate people sitting like happy chilling like feel yeah thing could feel time video imbalanced know half half puppy jumping anything like could feel ’ sitting felt like camera blocking view like puppy sitting near could feel yeah watching people playing happy also making happy also impacting,27,4,4,PuppiesHost,HVHA,5,4,3,4,1,1,1
27005,"this was cool, scary because if you see- I thought of it as a paragliding experience, that i am- though it's a drone shot it was meant to be that only that you are sailing or some kind of thing, i could feel that. a bit scary, I knew it was not shot in that sense but if I would have experienced it  it was scary, nervous and good scary,  exciting. no the aeroplane, it was going right, so there was someone who was going out it made a bit impact just adding in more objects which is somewhat exciting.",cool scary see thought paragliding experience though drone shot meant sailing kind thing could feel bit scary knew shot sense would experienced scary nervous good scary exciting aeroplane going right someone going made bit impact adding object somewhat exciting,27,4,5,GreatOceanRoad,HVLA,4,4,3,4,1,1,1
27006,"yeah could feel it completely, like this this was more or less like a state where, a state you are in like lost- yeah helpless, it could make me feel helpless and, initially i was expecting something to happen but eventually i realized it's just the same thing, and the audio- audio was not clear i could not understand much of it, but the music initial music, that's the slow music that made the impact, and it basically it was a sad- completely a sad experience. i did not feel an urge to move out because it was like if i am there, i am there because of something, so like you know it's like i need to deal with this, then only i can move out. it was like that, this is happened so i am responsible for that so i need to fix it . ",yeah could feel completely like le like state state like lost yeah helpless could make feel helpless initially expecting something happen eventually realized thing audio audio clear could understand much music initial music slow music made impact basically sad completely sad experience feel urge move like something like know like need deal move like happened responsible need fix,27,4,6,AbandonedBuilding,LVLA,2,3,1,3,0,0,0
27007,"it was more like i’d say sad, it was not guilty or anything because natural thing, but it was like sad, a lot, overall a very emotional thing.  i won't say relatable, i’d say relatable only because i have seen- i have read about these articles such articles or ive seen some videos before like this bad destruction can happen, that way it was somewhat relatable but overall the impact that it wanted to set, the environment, sad environment and any like remorse,  it was there. i could feel all those emotions.  it was more because of the environment or the like if i see down there is debris and I am- there is someone else also standing with me, so i could relate because he is there I am also there. So the environment or the other person made me feel that i was there.",like ’ say sad guilty anything natural thing like sad lot overall emotional thing wo nt say relatable ’ say relatable seen read article article ive seen video like bad destruction happen way somewhat relatable overall impact wanted set environment sad environment like remorse could feel emotion environment like see debris someone else also standing could relate also environment person made feel,27,4,7,NepalEarthquake,LVLA,1,4,1,4,1,0,0
27008,this one did not make me feel anything much because- because i have already experience it. yeah that was way better so i could not feel anything much here.,one make feel anything much already experience yeah way better could feel anything much,27,4,8,MegaCoaster,HVHA,3,2,3,2,0,0,1
